name,type,value,shield,boost,overheat,backLabel,evolve,storyMechanic,modify,effectText,flavorText,category,tier,box,deck,cardNum,boxCode,cardCode,release
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,22,AE-,AE-22,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,23,AE-,AE-23,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,24,AE-,AE-24,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,25,AE-,AE-25,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,26,AE-,AE-26,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,27,AE-,AE-27,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,28,AE-,AE-28,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,29,AE-,AE-29,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,30,AE-,AE-30,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,31,AE-,AE-31,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,32,AE-,AE-32,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,33,AE-,AE-33,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,34,AE-,AE-34,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,35,AE-,AE-35,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,36,AE-,AE-36,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,37,AE-,AE-37,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,38,AE-,AE-38,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,39,AE-,AE-39,1
Crystal,Gem,0,,,,,,,,Gain 1꒔.,"The aether is trapped in even the simplest of stones. Now these gems grant us the same power that put our world low. - Brama, Breach Mage Elder",,,Aeon's End,,40,AE-,AE-40,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,41,AE-,AE-41,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,42,AE-,AE-42,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,43,AE-,AE-43,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,44,AE-,AE-44,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,45,AE-,AE-45,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,46,AE-,AE-46,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,47,AE-,AE-47,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,48,AE-,AE-48,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,49,AE-,AE-49,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,50,AE-,AE-50,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,51,AE-,AE-51,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,52,AE-,AE-52,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,53,AE-,AE-53,1
Spark,Spell,0,,,,,,,,Cast: Deal 1 damage.,"A spark is all that is necessary to rouse the flame - Malastar, Breach Mage Mentor",,,Aeon's End,,54,AE-,AE-54,1
Burning Opal,Gem,5,,,,,,,,"Gain 3꒔. You may discard a card in hand. If you do, any ally draws a card.","Careful, youngling. You'll be wanting tongs to handle that! - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,55,AE-,AE-55,1
Burning Opal,Gem,5,,,,,,,,"Gain 3꒔. You may discard a card in hand. If you do, any ally draws a card.","Careful, youngling. You'll be wanting tongs to handle that! - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,56,AE-,AE-56,1
Burning Opal,Gem,5,,,,,,,,"Gain 3꒔. You may discard a card in hand. If you do, any ally draws a card.","Careful, youngling. You'll be wanting tongs to handle that! - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,57,AE-,AE-57,1
Burning Opal,Gem,5,,,,,,,,"Gain 3꒔. You may discard a card in hand. If you do, any ally draws a card.","Careful, youngling. You'll be wanting tongs to handle that! - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,58,AE-,AE-58,1
Burning Opal,Gem,5,,,,,,,,"Gain 3꒔. You may discard a card in hand. If you do, any ally draws a card.","Careful, youngling. You'll be wanting tongs to handle that! - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,59,AE-,AE-59,1
B3:B,Gem,5,,,,,,,,"Gain 3꒔. You may discard a card in hand. If you do, any ally draws a card.","Careful, youngling. You'll be wanting tongs to handle that! - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,60,AE-,AE-60,1
Burning Opal,Gem,5,,,,,,,,"Gain 3꒔. You may discard a card in hand. If you do, any ally draws a card.","Careful, youngling. You'll be wanting tongs to handle that! - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,61,AE-,AE-61,1
Clouded Sapphire,Gem,6,,,,,,,,"Gain 3꒔. If this is the first time you have played Clouded Sapphire this turn, any ally gains 1 charge.","They say if you look closely, the shadow of The World That Was is imprisoned within. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,62,AE-,AE-62,1
Clouded Sapphire,Gem,6,,,,,,,,"Gain 3꒔. If this is the first time you have played Clouded Sapphire this turn, any ally gains 1 charge.","They say if you look closely, the shadow of The World That Was is imprisoned within. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,63,AE-,AE-63,1
Clouded Sapphire,Gem,6,,,,,,,,"Gain 3꒔. If this is the first time you have played Clouded Sapphire this turn, any ally gains 1 charge.","They say if you look closely, the shadow of The World That Was is imprisoned within. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,64,AE-,AE-64,1
Clouded Sapphire,Gem,6,,,,,,,,"Gain 3꒔. If this is the first time you have played Clouded Sapphire this turn, any ally gains 1 charge.","They say if you look closely, the shadow of The World That Was is imprisoned within. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,65,AE-,AE-65,1
Clouded Sapphire,Gem,6,,,,,,,,"Gain 3꒔. If this is the first time you have played Clouded Sapphire this turn, any ally gains 1 charge.","They say if you look closely, the shadow of The World That Was is imprisoned within. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,66,AE-,AE-66,1
Clouded Sapphire,Gem,6,,,,,,,,"Gain 3꒔. If this is the first time you have played Clouded Sapphire this turn, any ally gains 1 charge.","They say if you look closely, the shadow of The World That Was is imprisoned within. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,67,AE-,AE-67,1
Clouded Sapphire,Gem,6,,,,,,,,"Gain 3꒔. If this is the first time you have played Clouded Sapphire this turn, any ally gains 1 charge.","They say if you look closely, the shadow of The World That Was is imprisoned within. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,68,AE-,AE-68,1
Diamond Cluster,Gem,4,,,,,,,,"Gain 2꒔. If this is the second time you have played Diamond Cluster this turn, gain an additional 2꒔.","These gems were once the most precious, the most scarce. Now they line the walls of caves like shimmering fangs.",,,Aeon's End,,69,AE-,AE-69,1
Diamond Cluster,Gem,4,,,,,,,,"Gain 2꒔. If this is the second time you have played Diamond Cluster this turn, gain an additional 2꒔.","These gems were once the most precious, the most scarce. Now they line the walls of caves like shimmering fangs.",,,Aeon's End,,70,AE-,AE-70,1
Diamond Cluster,Gem,4,,,,,,,,"Gain 2꒔. If this is the second time you have played Diamond Cluster this turn, gain an additional 2꒔.","These gems were once the most precious, the most scarce. Now they line the walls of caves like shimmering fangs.",,,Aeon's End,,71,AE-,AE-71,1
Diamond Cluster,Gem,4,,,,,,,,"Gain 2꒔. If this is the second time you have played Diamond Cluster this turn, gain an additional 2꒔.","These gems were once the most precious, the most scarce. Now they line the walls of caves like shimmering fangs.",,,Aeon's End,,72,AE-,AE-72,1
Diamond Cluster,Gem,4,,,,,,,,"Gain 2꒔. If this is the second time you have played Diamond Cluster this turn, gain an additional 2꒔.","These gems were once the most precious, the most scarce. Now they line the walls of caves like shimmering fangs.",,,Aeon's End,,73,AE-,AE-73,1
Diamond Cluster,Gem,4,,,,,,,,"Gain 2꒔. If this is the second time you have played Diamond Cluster this turn, gain an additional 2꒔.","These gems were once the most precious, the most scarce. Now they line the walls of caves like shimmering fangs.",,,Aeon's End,,74,AE-,AE-74,1
Diamond Cluster,Gem,4,,,,,,,,"Gain 2꒔. If this is the second time you have played Diamond Cluster this turn, gain an additional 2꒔.","These gems were once the most precious, the most scarce. Now they line the walls of caves like shimmering fangs.",,,Aeon's End,,75,AE-,AE-75,1
Jade,Gem,2,,,,,,,,Gain 2꒔.,Jade is as common as bone at the mouth of the cave.,,,Aeon's End,,76,AE-,AE-76,1
Jade,Gem,2,,,,,,,,Gain 2꒔.,Jade is as common as bone at the mouth of the cave.,,,Aeon's End,,77,AE-,AE-77,1
Jade,Gem,2,,,,,,,,Gain 2꒔.,Jade is as common as bone at the mouth of the cave.,,,Aeon's End,,78,AE-,AE-78,1
Jade,Gem,2,,,,,,,,Gain 2꒔.,Jade is as common as bone at the mouth of the cave.,,,Aeon's End,,79,AE-,AE-79,1
Jade,Gem,2,,,,,,,,Gain 2꒔.,Jade is as common as bone at the mouth of the cave.,,,Aeon's End,,80,AE-,AE-80,1
Jade,Gem,2,,,,,,,,Gain 2꒔.,Jade is as common as bone at the mouth of the cave.,,,Aeon's End,,81,AE-,AE-81,1
Jade,Gem,2,,,,,,,,Gain 2꒔.,Jade is as common as bone at the mouth of the cave.,,,Aeon's End,,82,AE-,AE-82,1
Searing Ruby,Gem,4,,,,,,,,Gain 2꒔. Gain an additional 1꒔ that can only be used to gain a spell.,"Some use these to heat and light their hovels against the dark of the cave. Others know that within these gems lies a fire that can be tamed. - Ghan, Gem Scavenger",,,Aeon's End,,83,AE-,AE-83,1
Searing Ruby,Gem,4,,,,,,,,Gain 2꒔. Gain an additional 1꒔ that can only be used to gain a spell.,"Some use these to heat and light their hovels against the dark of the cave. Others know that within these gems lies a fire that can be tamed. - Ghan, Gem Scavenger",,,Aeon's End,,84,AE-,AE-84,1
Searing Ruby,Gem,4,,,,,,,,Gain 2꒔. Gain an additional 1꒔ that can only be used to gain a spell.,"Some use these to heat and light their hovels against the dark of the cave. Others know that within these gems lies a fire that can be tamed. - Ghan, Gem Scavenger",,,Aeon's End,,85,AE-,AE-85,1
Searing Ruby,Gem,4,,,,,,,,Gain 2꒔. Gain an additional 1꒔ that can only be used to gain a spell.,"Some use these to heat and light their hovels against the dark of the cave. Others know that within these gems lies a fire that can be tamed. - Ghan, Gem Scavenger",,,Aeon's End,,86,AE-,AE-86,1
Searing Ruby,Gem,4,,,,,,,,Gain 2꒔. Gain an additional 1꒔ that can only be used to gain a spell.,"Some use these to heat and light their hovels against the dark of the cave. Others know that within these gems lies a fire that can be tamed. - Ghan, Gem Scavenger",,,Aeon's End,,87,AE-,AE-87,1
Searing Ruby,Gem,4,,,,,,,,Gain 2꒔. Gain an additional 1꒔ that can only be used to gain a spell.,"Some use these to heat and light their hovels against the dark of the cave. Others know that within these gems lies a fire that can be tamed. - Ghan, Gem Scavenger",,,Aeon's End,,88,AE-,AE-88,1
Searing Ruby,Gem,4,,,,,,,,Gain 2꒔. Gain an additional 1꒔ that can only be used to gain a spell.,"Some use these to heat and light their hovels against the dark of the cave. Others know that within these gems lies a fire that can be tamed. - Ghan, Gem Scavenger",,,Aeon's End,,89,AE-,AE-89,1
Sifter's Pearl,Gem,3,,,,,,,,Gain 2꒔. Each player reveals the top card of their deck and either discards it or returns it to the top of their deck.,"To those who have stepped through the breach, the pearl shows the splinters of time itself. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,90,AE-,AE-90,1
Sifter's Pearl,Gem,3,,,,,,,,Gain 2꒔. Each player reveals the top card of their deck and either discards it or returns it to the top of their deck.,"To those who have stepped through the breach, the pearl shows the splinters of time itself. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,91,AE-,AE-91,1
Sifter's Pearl,Gem,3,,,,,,,,Gain 2꒔. Each player reveals the top card of their deck and either discards it or returns it to the top of their deck.,"To those who have stepped through the breach, the pearl shows the splinters of time itself. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,92,AE-,AE-92,1
Sifter's Pearl,Gem,3,,,,,,,,Gain 2꒔. Each player reveals the top card of their deck and either discards it or returns it to the top of their deck.,"To those who have stepped through the breach, the pearl shows the splinters of time itself. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,93,AE-,AE-93,1
Sifter's Pearl,Gem,3,,,,,,,,Gain 2꒔. Each player reveals the top card of their deck and either discards it or returns it to the top of their deck.,"To those who have stepped through the breach, the pearl shows the splinters of time itself. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,94,AE-,AE-94,1
Sifter's Pearl,Gem,3,,,,,,,,Gain 2꒔. Each player reveals the top card of their deck and either discards it or returns it to the top of their deck.,"To those who have stepped through the breach, the pearl shows the splinters of time itself. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,95,AE-,AE-95,1
Sifter's Pearl,Gem,3,,,,,,,,Gain 2꒔. Each player reveals the top card of their deck and either discards it or returns it to the top of their deck.,"To those who have stepped through the breach, the pearl shows the splinters of time itself. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,96,AE-,AE-96,1
V'riswood Amber,Gem,3,,,,,,,,"When you gain this, you may place it on top of your deck.
Gain 2 ꒔.","Once, the trees of V'riswood towered ancient and beautiful. These polished bits of their amber is all that remains beyond that memory. - Brama, Breach Mage Elder",,,Aeon's End,,97,AE-,AE-97,1
V'riswood Amber,Gem,3,,,,,,,,"When you gain this, you may place it on top of your deck.
Gain 2 ꒔.","Once, the trees of V'riswood towered ancient and beautiful. These polished bits of their amber is all that remains beyond that memory. - Brama, Breach Mage Elder",,,Aeon's End,,98,AE-,AE-98,1
V'riswood Amber,Gem,3,,,,,,,,"When you gain this, you may place it on top of your deck.
Gain 2 ꒔.","Once, the trees of V'riswood towered ancient and beautiful. These polished bits of their amber is all that remains beyond that memory. - Brama, Breach Mage Elder",,,Aeon's End,,99,AE-,AE-99,1
V'riswood Amber,Gem,3,,,,,,,,"When you gain this, you may place it on top of your deck.
Gain 2 ꒔.","Once, the trees of V'riswood towered ancient and beautiful. These polished bits of their amber is all that remains beyond that memory. - Brama, Breach Mage Elder",,,Aeon's End,,100,AE-,AE-100,1
V'riswood Amber,Gem,3,,,,,,,,"When you gain this, you may place it on top of your deck.
Gain 2 ꒔.","Once, the trees of V'riswood towered ancient and beautiful. These polished bits of their amber is all that remains beyond that memory. - Brama, Breach Mage Elder",,,Aeon's End,,101,AE-,AE-101,1
V'riswood Amber,Gem,3,,,,,,,,"When you gain this, you may place it on top of your deck.
Gain 2 ꒔.","Once, the trees of V'riswood towered ancient and beautiful. These polished bits of their amber is all that remains beyond that memory. - Brama, Breach Mage Elder",,,Aeon's End,,102,AE-,AE-102,1
V'riswood Amber,Gem,3,,,,,,,,"When you gain this, you may place it on top of your deck.
Gain 2 ꒔.","Once, the trees of V'riswood towered ancient and beautiful. These polished bits of their amber is all that remains beyond that memory. - Brama, Breach Mage Elder",,,Aeon's End,,103,AE-,AE-103,1
Blasting Staff,Relic,4,,,,,,,,"You may cast a prepped spell that you prepped this turn. If you do, that spell deals 2 additional damage.","While appearing to be crudely fashioned, these staffs contain within them the very essence of the void.",,,Aeon's End,,104,AE-,AE-104,1
Blasting Staff,Relic,4,,,,,,,,"You may cast a prepped spell that you prepped this turn. If you do, that spell deals 2 additional damage.","While appearing to be crudely fashioned, these staffs contain within them the very essence of the void.",,,Aeon's End,,105,AE-,AE-105,1
Blasting Staff,Relic,4,,,,,,,,"You may cast a prepped spell that you prepped this turn. If you do, that spell deals 2 additional damage.","While appearing to be crudely fashioned, these staffs contain within them the very essence of the void.",,,Aeon's End,,106,AE-,AE-106,1
Blasting Staff,Relic,4,,,,,,,,"You may cast a prepped spell that you prepped this turn. If you do, that spell deals 2 additional damage.","While appearing to be crudely fashioned, these staffs contain within them the very essence of the void.",,,Aeon's End,,107,AE-,AE-107,1
Blasting Staff,Relic,4,,,,,,,,"You may cast a prepped spell that you prepped this turn. If you do, that spell deals 2 additional damage.","While appearing to be crudely fashioned, these staffs contain within them the very essence of the void.",,,Aeon's End,,108,AE-,AE-108,1
Bottled Vortex,Relic,3,,,,,,,,Destroy this. Destroy up to two cards in your hand or discard pile. Draw a card.,"There are worlds within worlds, infinite realms cascading from the yawning nothing. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,109,AE-,AE-109,1
Bottled Vortex,Relic,3,,,,,,,,Destroy this. Destroy up to two cards in your hand or discard pile. Draw a card.,"There are worlds within worlds, infinite realms cascading from the yawning nothing. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,110,AE-,AE-110,1
Bottled Vortex,Relic,3,,,,,,,,Destroy this. Destroy up to two cards in your hand or discard pile. Draw a card.,"There are worlds within worlds, infinite realms cascading from the yawning nothing. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,111,AE-,AE-111,1
Bottled Vortex,Relic,3,,,,,,,,Destroy this. Destroy up to two cards in your hand or discard pile. Draw a card.,"There are worlds within worlds, infinite realms cascading from the yawning nothing. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,112,AE-,AE-112,1
Bottled Vortex,Relic,3,,,,,,,,Destroy this. Destroy up to two cards in your hand or discard pile. Draw a card.,"There are worlds within worlds, infinite realms cascading from the yawning nothing. - Phaedraxa, Breach Mage Seer",,,Aeon's End,,113,AE-,AE-113,1
Flexing Dagger,Relic,2,,,,,,,,"The next time you focus or open a breach this turn, it costs 3꒔ less.
OR
Destroy this. Deal 1 damage.","Forged from unstable void ore, the blade shifts with the will of its wielder. - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,114,AE-,AE-114,1
Flexing Dagger,Relic,2,,,,,,,,"The next time you focus or open a breach this turn, it costs 3꒔ less.
OR
Destroy this. Deal 1 damage.","Forged from unstable void ore, the blade shifts with the will of its wielder. - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,115,AE-,AE-115,1
Flexing Dagger,Relic,2,,,,,,,,"The next time you focus or open a breach this turn, it costs 3꒔ less.
OR
Destroy this. Deal 1 damage.","Forged from unstable void ore, the blade shifts with the will of its wielder. - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,116,AE-,AE-116,1
Flexing Dagger,Relic,2,,,,,,,,"The next time you focus or open a breach this turn, it costs 3꒔ less.
OR
Destroy this. Deal 1 damage.","Forged from unstable void ore, the blade shifts with the will of its wielder. - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,117,AE-,AE-117,1
Flexing Dagger,Relic,2,,,,,,,,"The next time you focus or open a breach this turn, it costs 3꒔ less.
OR
Destroy this. Deal 1 damage.","Forged from unstable void ore, the blade shifts with the will of its wielder. - Adelheim, Breach Mage Weaponsmith",,,Aeon's End,,118,AE-,AE-118,1
Focusing Orb,Relic,4,,,,,,,,"Focus any player's breach.
OR
Destroy this. Gravehold gains 3 life.",Jian picked up the orb as if knowing its purpose. That was the last day she ever spoke.,,,Aeon's End,,119,AE-,AE-119,1
Focusing Orb,Relic,4,,,,,,,,"Focus any player's breach.
OR
Destroy this. Gravehold gains 3 life.",Jian picked up the orb as if knowing its purpose. That was the last day she ever spoke.,,,Aeon's End,,120,AE-,AE-120,1
Focusing Orb,Relic,4,,,,,,,,"Focus any player's breach.
OR
Destroy this. Gravehold gains 3 life.",Jian picked up the orb as if knowing its purpose. That was the last day she ever spoke.,,,Aeon's End,,121,AE-,AE-121,1
